address;SOY wei;SOY ether
0xe60a16adb40d25cf8a671e51781bd6815a98f915;173019195132638782571;173.019195132638782571
0x50dcbed8eb085c3c9ee28cdd9d2c728f32d1c38b;48970074064525009471740;48970.07406452500947174
0x159943c9328c89f362b81f04d71ad44fc8a9d2ff;2992169967420028220;2.99216996742002822
0x1b31dc1cf44d0572143d51242a085baf4bd6ce0f;17900623090497496160589;17900.623090497496160589
0xf82640cea9fbed53a5af4b6c2c84dd262f5cc0bb;9458884950179211907487;9458.884950179211907487
0xe5e752aa476eef2f1b0f83b9f9d64606f793b44f;2961981561244757223648;2961.981561244757223648
0x662e2984f46d191c28b16cd62439d9dca8b3d6e0;48000000000000000000;48
0x1c407b143eaddb9c1830707a03f715cc498bea03;74490332133527913752215;74490.332133527913752215
0x207e9f5c5277abd6caf09bd07cb08ead90896894;301791265073407329247;301.791265073407329247
0x5c9d7d7bbeb372a0d06c87e7575c00217a012ab4;781593891219881683426179;781593.891219881683426179
0x8cc1f4932f3f144fa4389a299ae2b76be9dc65be;30994924986813172493457;30994.924986813172493457
0x74c78ad3397245b1f1b9b61ce9b7fe8d9ec7d6d3;749605455640409878148;749.605455640409878148
0xecd62aafc9d78c620bb5f38bed6dacade1396a00;54489783847699521574517;54489.783847699521574517
0x72997f63a7ae94413db112d1328fd50d3e41240f;630649545612577295514130;630649.54561257729551413
0x3cebd815a984b62431f362d1b1ea80513af2ac70;233839629523558131158;233.839629523558131158
0x73f943fe0f6c023ea5195fdbe3e2db79e8fadf5d;47398000000000000000000;47398
0xde02daa300b108d74137cc9339e02e5fae65504a;1872537254194513997901;1872.537254194513997901
0x25fcf8518f1a15a3353536f877e368e7998950d4;38166081935708068245;38.166081935708068245
0xd30e8ce1dce1af452b6feb1f28aa05869d3c39b1;94055167677637419904870;94055.16767763741990487
0xd0a4f1be6ea0aedde2d7bea62925cba7ea10648e;33827340918216238953060;33827.34091821623895306
0x4cf6c1f28a3a0bbf3eea74a96aafbbc21a745970;192679668548341344934215;192679.668548341344934215
0xe929173960e2231329dd68ca1e3d93aef8c7ab90;121610295304188486794507;121610.295304188486794507
0xb7e0d0395929d64fa8cbfbf7bcea4cbb4ed57c5c;13123512703012671313409;13123.512703012671313409
0x8b668422373220d6c5f432ba7e202ca12ab2f3f6;971758274839772069127;971.758274839772069127
0xe967d53eb7fc307c04bad21cffc30f1daa419245;42506090785799316197495;42506.090785799316197495
0x3482dae62c099d6f336d252fe87087934e47c28f;2491183364008360640482;2491.183364008360640482
0x6c2f7338cbc12c1722eeaa6642a15f82b3371f42;7688693410322776504374;7688.693410322776504374
0x37450736269b5650e22057826c985718f8510959;407733327034897679535;407.733327034897679535
0xedc4bffcbc46a6f2dafc5a039538c2ebd78546a1;328417661336628374920226;328417.661336628374920226
0x3b244a2c08ede0008cf745977d3752573f6aec36;163907198780910929000074;163907.198780910929000074
0x848901f9cf378a8d8db2fd9c18f3ea732f840c6a;16688049860991859724951;16688.049860991859724951
0xa8303bab93fd6f5e194bfc9a518e33e9dc0cf376;5088680597521949530925;5088.680597521949530925
0x7e224cc14ce88540eb45d9a9c12b63a46214a69c;62164314446090394925335;62164.314446090394925335
0xd44a03e9f749ec8921b759dab139bef65bb5936c;46977819205843278009433;46977.819205843278009433
0x491e22076e8a621d39c7fcca48c1c708afb9a56c;41918579354279090404674;41918.579354279090404674
0x69f0a7c786376871fd3fe15475a68ff681a8958c;17695897827839577773413;17695.897827839577773413
0x8f6e1528e0c136aaf6b8debe3541c5e1f453519b;5419672721571932239000;5419.672721571932239
0x5b9a4154c00b31e47efd7693c4a2a6f927a00e36;32352595895512450247085;32352.595895512450247085
0x52cfb87294513962d03dedbf425290f0ca4341be;227469547397657432388864;227469.547397657432388864
0xcb63b8143fbcd9e80ba0b8166ad66f6f745193a4;2203742366928222078888847;2203742.366928222078888847
0x299a883a7b171ad30eb0bd0e44102811e052bfa8;405060894958169495477999;405060.894958169495477999
0x936274f37746164093e03bc83c67e093e8156474;999172676346043695214;999.172676346043695214
0x105c4481ae9fcafe4814634e4b23c28675fd390e;524172011625047977363993;524172.011625047977363993
0x6f03cbb54318f92ae612b5c021ecf24ad713d424;5266405143456146136487;5266.405143456146136487
0xf211948a0d468674b767e7bb0facc15be228e830;3893530355468104734728;3893.530355468104734728
0x65fd7dbdf37dff55c7916298bc0b38b956d3f15d;1034477311121027580667;1034.477311121027580667
0x8157f6afff1e5416bfad4e8d29a540c111fa2a20;9990000000000000000;9.99
0xccba1a8b7d9b8bfaa3ccdcee75b58588de4455e8;19890000000000000000;19.89
0x322104f68dd41b6006deb2aeacfc9065a23d1d62;99803681868019336858;99.803681868019336858
0xf6a45e07ed53c988e9aca441bb9f73fb36c4579a;35765409371274646025092;35765.409371274646025092
0x0974bc023d5b3ddfd2a2481dea5e8b1bd9bd1a9c;4816769943941177822736;4816.769943941177822736
0xc5337cc14d2cb9c96b8990a667680ed41ad3f0b0;200000000000000000000;200
0xef83db29383f699e1b1babb1b986e57cf5bf2321;10683304567604297406750;10683.30456760429740675
0xecb1177cd401c81a888022a4341efb0772250620;136451244070180059490615;136451.244070180059490615
0x4e50966d318711fe3aac588dd277d37451f41bae;3881781576948440270322;3881.781576948440270322
0xb13aef4dd9d191b7f4f041f636a47050d66bc8cd;1593517115862813145640;1593.51711586281314564
0x9cc8f6eadd0644848117244106ff63eab1132533;934721785510039523365;934.721785510039523365
0x5872e2e25fd2446a2377473b745c5fd44b28c352;2598138756990147576255;2598.138756990147576255
0x9e23943af772a98dfd0a9195a523cd8eb400d91e;9416559787950898569930;9416.55978795089856993
0xe1ab85e458ebea43c5302ce84f5a89cb22fe351a;51848603132500301292811;51848.603132500301292811
0xd72e7e6ed6d1c7c90fd8aa58b4cf0b2d96851141;29103106464018342840032;29103.106464018342840032
0x4e31a7a8e3035462ffa4c19ca38cf2144254647a;2757940176160273009357;2757.940176160273009357
0xfcf2c2c27a7e43c1c10ebf3b012d79202354300a;233408682398414125582853;233408.682398414125582853
0xae8f7b6f93b2e5e3845b42852865f195c51919fa;595859600168628934482152;595859.600168628934482152
0x64360a32ac7681a18f77ae52bb8abff4c7ee944e;62519163820755708765325;62519.163820755708765325
0x851ac79c9e5b86a0ce94ef8a215b19acd00f9a39;8629437319387887988437;8629.437319387887988437
0xf548298f16a447bc32b4541fc3ebec1eddb90768;10073075825478951934186127;10073075.825478951934186127
0x0ae6cf01fee3eed6bc0e2e94dfd3acdae357447f;69457557029718034850;69.45755702971803485
0xe9436b3f5f0e5284f41ff3c709d4cb62009322dc;78114499490172097590890;78114.49949017209759089
0x7624673ad8c7071196ac35ecec5d190d4d4cfb8c;155761480938141143047842;155761.480938141143047842
0x89fb52fe65cb3c73d7f837200443b3e30200cd98;296638450829775554818396;296638.450829775554818396
0xe13179bae8b88171a66026324839fc43b7dcebd3;2696591614897955384008;2696.591614897955384008
0x76041047c30d9ec11e1096a1ec44145302d13622;461566422609540021777730;461566.42260954002177773
0x279abf498189e41a3f8b76e9968609ca97b8e4c7;32303547638309642478674;32303.547638309642478674
0x603105adcb3d19d2959cf06c70a8a8a0202630bc;4021588372655270137615;4021.588372655270137615
0xab756534388cd8af49a68b159994c32611bf8ed8;352853253237765888377;352.853253237765888377
0x82bb468b62cfcf09bed399932fdb51f4c7de865a;8752949642431163676880;8752.94964243116367688
0x196ae16a9387a3dc5de811467a2e37d7febed304;1377986678923917737141;1377.986678923917737141
0x8a1bbacaa20fba088e405dfd0d4a460e42375e54;98043468285027750612921;98043.468285027750612921
0x7cb3e285fd78211eb8b5b5ea9856a6dc02157b95;4124352570930011496114271;4124352.570930011496114271
0x2c4e38ec64d5c248e61b00deda1ed0c5402e24ea;103534877731775368937033;103534.877731775368937033
0x85a621cb745d95ad77836f58323b1adbf41877b3;770030755330456269185;770.030755330456269185
